accession,date,img_id,img_name,class,x1,y1,x2,y2
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,clover,1645,580,3813,2482
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,quadrat,769,66,4282,3407
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,quadrat_corner,933,89,1295,412
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,quadrat_corner,3840,66,4207,416
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,quadrat_corner,3889,3013,4300,3398
Ta00070,20170703,Ta00070_20170703,Ta00070_20170703.jpg,quadrat_corner,782,2978,1154,3372
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,clover,1901,511,4060,3031
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,quadrat,1530,57,5082,3456
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,quadrat_corner,1631,57,2026,425
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,quadrat_corner,4671,148,5108,543
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,quadrat_corner,4559,3204,4959,3456
Ta01435,20170703,Ta01435_20170703,Ta01435_20170703.jpg,quadrat_corner,1546,3092,1914,3456
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,clover,1843,523,3028,1656
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,quadrat,376,0,3992,3419
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,quadrat_corner,483,22,867,358
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,quadrat_corner,3437,0,3853,331
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,quadrat_corner,3587,2960,4024,3387
Ta00963,20170703,Ta00963_20170703,Ta00963_20170703.jpg,quadrat_corner,376,3019,781,3435
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,clover,902,124,3796,2854
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,quadrat,658,0,4220,3367
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,quadrat_corner,809,0,1149,283
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,quadrat_corner,3782,0,4167,270
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,quadrat_corner,3831,2978,4212,3381
Ta01487,20170703,Ta01487_20170703,Ta01487_20170703.jpg,quadrat_corner,667,2947,1056,3332
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,clover,1349,681,3632,2522
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,quadrat,685,146,4313,3456
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,quadrat_corner,787,195,1163,540
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,quadrat_corner,3707,128,4092,478
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,quadrat_corner,3915,3067,4318,3456
Ta01512,20170703,Ta01512_20170703,Ta01512_20170703.jpg,quadrat_corner,680,3137,1092,3456
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,clover,1149,522,2539,2651
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,quadrat,158,0,3676,3456
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,quadrat_corner,171,35,548,398
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,quadrat_corner,3220,0,3596,354
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,quadrat_corner,3331,2956,3685,3345
Ta01901,20170703,Ta01901_20170703,Ta01901_20170703.jpg,quadrat_corner,282,3146,689,3456
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,clover,2282,381,3981,2044
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,quadrat,831,0,4557,3456
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,quadrat_corner,910,0,1318,372
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,quadrat_corner,3999,0,4402,301
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,quadrat_corner,4145,3075,4566,3456
Ta00468,20170703,Ta00468_20170703,Ta00468_20170703.jpg,quadrat_corner,818,3115,1216,3456
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,clover,789,638,2990,2416
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,quadrat,216,27,3632,3416
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,quadrat_corner,486,35,857,372
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,quadrat_corner,3282,239,3641,584
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,quadrat_corner,3092,3058,3473,3425
Ta00080,20170703,Ta00080_20170703,Ta00080_20170703.jpg,quadrat_corner,202,2841,561,3230
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,clover,1021,212,3548,2589
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,quadrat,437,18,3986,3407
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,quadrat_corner,574,13,964,372
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,quadrat_corner,3521,62,3906,407
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,quadrat_corner,3605,3005,3986,3421
Ta00405,20170703,Ta00405_20170703,Ta00405_20170703.jpg,quadrat_corner,433,3018,835,3421
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,clover,1074,447,3676,3036
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,quadrat,632,84,4021,3385
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,quadrat_corner,866,89,1229,429
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,quadrat_corner,3667,164,4021,478
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,quadrat_corner,3623,3000,3995,3394
Ta00124,20170703,Ta00124_20170703,Ta00124_20170703.jpg,quadrat_corner,632,2898,990,3270
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,clover,1654,420,3893,2540
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,quadrat,849,137,4552,3456
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,quadrat_corner,1080,128,1448,464
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,quadrat_corner,4040,139,4408,480
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,quadrat_corner,4126,3126,4536,3456
Ta02295,20170703,Ta02295_20170703,Ta02295_20170703.jpg,quadrat_corner,840,3067,1246,3456
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,clover,1676,584,3296,2297
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,quadrat,791,66,4172,3292
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,quadrat_corner,910,119,1269,451
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,quadrat_corner,3698,58,4088,389
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,quadrat_corner,3774,2907,4194,3292
Ta02179,20170703,Ta02179_20170703,Ta02179_20170703.jpg,quadrat_corner,791,2916,1141,3301
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,clover,1242,115,3566,2434
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,quadrat,481,0,4251,3429
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,quadrat_corner,716,0,1105,310
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,quadrat_corner,3734,0,4132,323
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,quadrat_corner,3840,2991,4274,3429
Ta01419,20170703,Ta01419_20170703,Ta01419_20170703.jpg,quadrat_corner,503,2956,884,3403
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,clover,1633,508,3333,2005
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,quadrat,768,184,3960,3280
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,quadrat_corner,856,176,1200,512
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,quadrat_corner,3544,200,3896,524
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,quadrat_corner,3616,2924,3964,3269
Ta00378,20170703,Ta00378_20170703,Ta00378_20170703.jpg,quadrat_corner,764,2931,1116,3276
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,clover,2029,849,3515,2949
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,quadrat,1374,427,4366,3408
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,quadrat_corner,1368,443,1710,790
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,quadrat_corner,4030,422,4366,752
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,quadrat_corner,4030,3030,4355,3382
Ta02136,20170608,Ta02136_20170608,Ta02136_20170608.jpg,quadrat_corner,1438,3083,1790,3424
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,clover,2077,1384,3262,2599
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,quadrat,1397,80,4901,3456
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,quadrat_corner,1418,80,1802,459
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,quadrat_corner,4527,75,4922,469
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,quadrat_corner,4458,3157,4853,3456
Ta00507,20170703,Ta00507_20170703,Ta00507_20170703.jpg,quadrat_corner,1429,3157,1813,3456
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,clover,2473,1027,3543,2162
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,quadrat,1718,190,4608,3075
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,quadrat_corner,1718,233,2038,547
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,quadrat_corner,4219,179,4587,505
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,quadrat_corner,4278,2723,4614,3075
Ta02268,20170608,Ta02268_20170608,Ta02268_20170608.jpg,quadrat_corner,1712,2739,2048,3081
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,clover,1565,761,3689,3000
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,quadrat,1039,173,4402,3456
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,quadrat_corner,1052,176,1436,548
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,quadrat_corner,4040,220,4388,576
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,quadrat_corner,4028,3160,4400,3456
Ta00763,20170703,Ta00763_20170703,Ta00763_20170703.jpg,quadrat_corner,1036,3196,1412,3456
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,clover,548,593,3296,2938
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,quadrat,521,49,4145,3456
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,quadrat_corner,614,35,1017,385
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,quadrat_corner,3557,106,3946,443
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,quadrat_corner,3765,3009,4167,3420
Ta02202,20170703,Ta02202_20170703,Ta02202_20170703.jpg,quadrat_corner,521,3031,919,3447
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,clover,1727,1037,2957,2761
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,quadrat,870,163,4272,3456
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,quadrat_corner,875,163,1254,537
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,quadrat_corner,3894,174,4294,558
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,quadrat_corner,3894,3182,4283,3456
Ta00623,20170703,Ta00623_20170703,Ta00623_20170703.jpg,quadrat_corner,886,3198,1254,3456
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,clover,1105,695,2720,2305
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,quadrat,287,53,3933,3456
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,quadrat_corner,468,89,831,447
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,quadrat_corner,3406,49,3791,389
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,quadrat_corner,3530,3036,3937,3452
Ta02173,20170703,Ta02173_20170703,Ta02173_20170703.jpg,quadrat_corner,269,3058,663,3456
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,clover,1114,75,2729,1943
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,quadrat,672,0,4446,3456
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,quadrat_corner,809,0,1198,235
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,quadrat_corner,3964,0,4366,226
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,quadrat_corner,4039,3062,4451,3456
Ta02337,20170703,Ta02337_20170703,Ta02337_20170703.jpg,quadrat_corner,658,3031,1056,3456
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,clover,1341,431,2993,1903
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,quadrat,241,74,3942,3456
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,quadrat_corner,438,74,838,415
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,quadrat_corner,3430,69,3819,405
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,quadrat_corner,3547,3045,3942,3456
Ta01746,20170703,Ta01746_20170703,Ta01746_20170703.jpg,quadrat_corner,246,3050,641,3456
Ta00313,20170703,Ta00313_20170703,Ta00313_20170703.jpg,quadrat,610,115,4017,3425
Ta00313,20170703,Ta00313_20170703,Ta00313_20170703.jpg,quadrat_corner,787,106,1154,456
Ta00313,20170703,Ta00313_20170703,Ta00313_20170703.jpg,quadrat_corner,3632,168,4004,509
Ta00313,20170703,Ta00313_20170703,Ta00313_20170703.jpg,quadrat_corner,3645,3044,4030,3416
Ta00313,20170703,Ta00313_20170703,Ta00313_20170703.jpg,quadrat_corner,614,2974,981,3350
Ta02031,20170703,Ta02031_20170703,Ta02031_20170703.jpg,quadrat,335,0,3782,3350
Ta02031,20170703,Ta02031_20170703,Ta02031_20170703.jpg,quadrat_corner,344,0,747,279
Ta02031,20170703,Ta02031_20170703,Ta02031_20170703.jpg,quadrat_corner,3406,0,3778,327
Ta02031,20170703,Ta02031_20170703,Ta02031_20170703.jpg,quadrat_corner,3384,2956,3751,3328
Ta02031,20170703,Ta02031_20170703,Ta02031_20170703.jpg,quadrat_corner,335,2996,733,3363
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,clover,1747,1359,2756,2766
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,quadrat,433,0,3955,3421
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,quadrat_corner,446,0,844,310
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,quadrat_corner,3561,0,3955,310
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,quadrat_corner,3579,2969,3942,3354
Ta01211,20170703,Ta01211_20170703,Ta01211_20170703.jpg,quadrat_corner,508,3040,910,3456
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,clover,1448,866,3254,2457
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,quadrat,1002,394,3946,3333
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,quadrat_corner,1013,460,1319,773
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,quadrat_corner,3574,400,3889,706
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,quadrat_corner,3619,2948,3937,3285
Ta02202,20170608,Ta02202_20170608,Ta02202_20170608.jpg,quadrat_corner,1068,3009,1389,3333
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,clover,1549,1027,2708,2296
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,quadrat,351,0,4090,3456
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,quadrat_corner,491,22,874,363
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,quadrat_corner,3522,0,3919,329
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,quadrat_corner,3719,3029,4098,3456
Ta01032,20170703,Ta01032_20170703,Ta01032_20170703.jpg,quadrat_corner,363,3087,760,3456
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,clover,988,653,2815,2932
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,quadrat,683,0,4246,3358
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,quadrat_corner,859,9,1216,345
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,quadrat_corner,3760,30,4134,382
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,quadrat_corner,3862,2963,4251,3369
Ta01453,20170703,Ta01453_20170703,Ta01453_20170703.jpg,quadrat_corner,678,2926,1078,3347
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,clover,1565,1120,3583,2898
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,quadrat,1089,0,4601,3417
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,quadrat_corner,1097,0,1521,297
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,quadrat_corner,4209,0,4625,337
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,quadrat_corner,4169,2993,4561,3401
Ta01188,20170703,Ta01188_20170703,Ta01188_20170703.jpg,quadrat_corner,1137,3001,1561,3393
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,clover,1990,1030,2946,1904
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,quadrat,878,74,4278,3350
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,quadrat_corner,958,90,1322,418
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,quadrat_corner,3806,74,4166,398
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,quadrat_corner,3915,2952,4291,3331
Ta00449,20170703,Ta00449_20170703,Ta00449_20170703.jpg,quadrat_corner,874,2976,1246,3355
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,clover,1887,791,3277,1759
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,quadrat,555,20,4096,3423
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,quadrat_corner,699,36,1072,367
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,quadrat_corner,3657,18,4035,375
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,quadrat_corner,3707,3039,4101,3430
Ta01436,20170703,Ta01436_20170703,Ta01436_20170703.jpg,quadrat_corner,577,3018,958,3400
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,clover,1447,1280,2309,2048
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,quadrat,218,0,3760,3456
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,quadrat_corner,217,21,620,390
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,quadrat_corner,3310,0,3693,349
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,quadrat_corner,3382,2981,3758,3371
Ta01407,20170703,Ta01407_20170703,Ta01407_20170703.jpg,quadrat_corner,333,3122,725,3456
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,clover,1387,1339,2408,2573
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,quadrat,731,0,4240,3456
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,quadrat_corner,739,98,1108,474
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,quadrat_corner,3755,0,4131,352
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,quadrat_corner,3878,2973,4242,3358
Ta02249,20170703,Ta02249_20170703,Ta02249_20170703.jpg,quadrat_corner,877,3123,1265,3456
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,clover,1988,1626,3098,2344
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,quadrat,1238,618,4220,3456
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,quadrat_corner,1266,691,1573,1000
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,quadrat_corner,3828,617,4168,928
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,quadrat_corner,3897,3187,4223,3456
Ta02274,20170608,Ta02274_20170608,Ta02274_20170608.jpg,quadrat_corner,1333,3259,1664,3456
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,clover,2556,1589,3248,2319
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,quadrat,1182,507,4154,3456
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,quadrat_corner,1226,503,1562,827
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,quadrat_corner,3822,555,4162,879
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,quadrat_corner,3766,3135,4086,3456
Ta01919,20170608,Ta01919_20170608,Ta01919_20170608.jpg,quadrat_corner,1190,3091,1522,3411
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,clover,2022,820,3376,2308
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,quadrat,735,5,4463,3445
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,quadrat_corner,933,53,1309,391
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,quadrat_corner,3914,24,4305,354
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,quadrat_corner,4057,2997,4469,3434
Ta01024,20170703,Ta01024_20170703,Ta01024_20170703.jpg,quadrat_corner,757,2996,1145,3432
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,clover,2200,445,3688,1827
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,quadrat,975,33,4586,3456
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,quadrat_corner,1194,43,1567,401
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,quadrat_corner,4180,59,4548,401
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,quadrat_corner,4170,3110,4580,3456
Ta00543,20170703,Ta00543_20170703,Ta00543_20170703.jpg,quadrat_corner,980,2982,1338,3403
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,clover,1982,387,3531,2209
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,quadrat,635,132,4192,3456
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,quadrat_corner,859,137,1227,463
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,quadrat_corner,3728,153,4139,500
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,quadrat_corner,3771,3081,4181,3456
Ta00635,20170703,Ta00635_20170703,Ta00635_20170703.jpg,quadrat_corner,629,3012,1019,3433
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,clover,1507,1162,2823,2418
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,quadrat,319,107,3978,3456
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,quadrat_corner,369,148,765,507
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,quadrat_corner,3393,96,3786,445
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,quadrat_corner,3597,3124,3985,3456
Ta01521,20170703,Ta01521_20170703,Ta01521_20170703.jpg,quadrat_corner,327,3242,727,3456
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,clover,1670,496,3525,2175
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,quadrat,971,0,4581,3456
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,quadrat_corner,983,31,1373,424
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,quadrat_corner,4030,0,4434,229
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,quadrat_corner,4204,2894,4580,3270
Ta01117,20170703,Ta01117_20170703,Ta01117_20170703.jpg,quadrat_corner,1173,3080,1577,3456
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,clover,1799,1293,3009,2421
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,quadrat,450,54,4198,3434
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,quadrat_corner,643,109,1013,437
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,quadrat_corner,3602,52,3993,403
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,quadrat_corner,3792,2957,4220,3393
Ta01343,20170703,Ta01343_20170703,Ta01343_20170703.jpg,quadrat_corner,429,3002,847,3424
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,clover,2060,1005,3590,2340
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,quadrat,1153,121,4593,3456
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,quadrat_corner,1163,126,1542,499
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,quadrat_corner,4177,115,4614,505
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,quadrat_corner,4193,3118,4582,3456
Ta01523,20170703,Ta01523_20170703,Ta01523_20170703.jpg,quadrat_corner,1174,3166,1590,3456
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,clover,990,121,4096,3004
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,quadrat,723,0,4219,3318
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,quadrat_corner,897,0,1274,244
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,quadrat_corner,3822,0,4194,295
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,quadrat_corner,3846,2924,4241,3316
Ta01590,20170703,Ta01590_20170703,Ta01590_20170703.jpg,quadrat_corner,721,2854,1084,3229
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,clover,1396,776,3564,2889
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,quadrat,725,68,4251,3456
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,quadrat_corner,731,161,1098,543
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,quadrat_corner,3791,74,4172,437
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,quadrat_corner,3892,3098,4255,3456
Ta01498,20170703,Ta01498_20170703,Ta01498_20170703.jpg,quadrat_corner,852,3231,1234,3456
Ta00320,20170703,Ta00320_20170703,Ta00320_20170703.jpg,clover,1321,647,2861,2149
Ta00320,20170703,Ta00320_20170703,Ta00320_20170703.jpg,quadrat,197,0,3803,3407
Ta00320,20170703,Ta00320_20170703,Ta00320_20170703.jpg,quadrat_corner,358,0,736,325
Ta00320,20170703,Ta00320_20170703,Ta00320_20170703.jpg,quadrat_corner,3362,0,3714,323
