img_id,status
Ta02310_20170703,alive
Ta02314_20170608,alive
Ta02314_20170703,alive
Ta02316_20170608,alive
Ta02316_20170703,alive
Ta02317_20170608,alive
Ta02317_20170703,alive
Ta02318_20170608,alive
Ta02318_20170703,alive
Ta02322_20170608,alive
Ta02322_20170703,alive
Ta02323_20170608,alive
Ta02323_20170703,alive
Ta02324_20170608,alive
Ta02324_20170703,alive
Ta02325_20170608,alive
Ta02325_20170703,alive
Ta02327_20170608,alive
Ta02327_20170703,alive
Ta02329_20170608,alive
Ta02329_20170703,alive
Ta02335_20170608,alive
Ta02335_20170703,alive
Ta02336_20170608,alive
Ta02336_20170703,alive
Ta02337_20170608,alive
Ta02337_20170703,alive
Ta02338_20170608,alive
Ta02338_20170703,alive
Ta02339_20170608,alive
Ta02339_20170703,alive
Ta02340_20170608,alive
Ta02340_20170703,alive
Ta02342_20170608,alive
Ta02342_20170703,alive
Ta02343_20170608,alive
Ta02343_20170703,alive
Ta02345_20170608,alive
Ta02345_20170703,alive
Ta02347_20170608,dead
Ta02347_20170703,dead
Ta02350_20170608,alive
Ta02350_20170703,alive
Ta02352_20170608,alive
Ta02352_20170703,alive
Ta02353_20170608,alive
Ta02353_20170703,alive
Ta02355_20170608,alive
Ta02355_20170703,alive
Ta02362_20170608,alive
Ta02362_20170703,alive
Ta02365_20170608,alive
Ta02365_20170703,alive
Ta02366_20170608,alive
Ta02366_20170703,alive
Ta02368_20170608,alive
Ta02368_20170703,alive
unknown_20170608,alive
unknown_20170703,alive
